Block,CrimeCount
059XX S MARSHFIELD AV,19
059XX S MARSHFIELD AVE,6
059XX S MASON AV,1
059XX S MAY ST,23
059XX S MAYFIELD AV,2
059XX S MC VICKER AVE,3
059XX S MEADE AV,2
059XX S MEADE AVE,1
059XX S MELVINA AVE,1
059XX S MENARD AV,1
059XX S MENARD AVE,1
059XX S MICHIGAN AV,23
059XX S MICHIGAN AVE,15
059XX S MOBILE AVE,1
059XX S MORGAN ST,55
059XX S MOZART ST,17
059XX S NAGLE AV,2
059XX S NARRAGANSETT AVE,3
059XX S NASHVILLE AV,3
059XX S NATCHEZ AVE,4
059XX S NATOMA AV,2
059XX S NEENAH AV,2
059XX S NEENAH AVE,2
059XX S NEWCASTLE AV,2
059XX S NEWCASTLE AVE,1
059XX S NORMAL AV,10
059XX S NORMAL BL,8
059XX S NORMAL BLVD,4
059XX S NORMANDY AV,2
059XX S NORMANDY AVE,1
059XX S OAK PARK AV,2
059XX S OAK PARK AVE,1
059XX S PARKSIDE AV,4
059XX S PARNELL AV,15
059XX S PARNELL AVE,2
059XX S PAULINA ST,30
059XX S PAYNE DR,3
059XX S PEORIA ST,48
059XX S PERRY AV,1
059XX S PRAIRIE AV,32
059XX S PRAIRIE AVE,26
059XX S PRINCETON AV,18
059XX S PRINCETON AVE,12
059XX S PULASKI RD,28
059XX S RACINE AV,31
059XX S RACINE AVE,8
059XX S RICHMOND ST,21
059XX S ROCKWELL ST,33
059XX S RUSSELL DR,2
059XX S RUTHERFORD AV,1
059XX S RUTHERFORD AVE,2
059XX S Racine Ave,1
059XX S SACRAMENTO AV,14
059XX S SACRAMENTO AVE,5
059XX S SANGAMON ST,66
059XX S SAWYER AV,6
059XX S SAWYER AVE,6
059XX S SPAULDING AV,7
059XX S SPAULDING AVE,5
059XX S SPRINGFIELD AVE,4
059XX S ST LOUIS AV,2
059XX S STATE ST,65
059XX S STEWART AV,3
059XX S STEWART AVE,1
059XX S STONY ISLAND AV,4
059XX S TALMAN AV,18
059XX S TALMAN AVE,10
059XX S THROOP ST,22
059XX S TRIPP AV,7
059XX S TRIPP AVE,7
059XX S TROY ST,16
059XX S UNION AV,17
059XX S UNION AVE,17
059XX S WABASH AV,53
059XX S WABASH AVE,14
059XX S WALLACE ST,2
059XX S WASHTENAW AV,17
059XX S WASHTENAW AVE,10
059XX S WELLS ST,4
059XX S WENTWORTH AV,9
059XX S WENTWORTH AVE,3
059XX S WESTERN AV,59
059XX S WESTERN AVE,14
059XX S WHIPPLE ST,17
059XX S WINCHESTER AV,39
059XX S WINCHESTER AVE,10
059XX S WOLCOTT AV,19
059XX S WOLCOTT AVE,8
059XX S WOOD ST,9
059XX S WOODLAWN AV,1
059XX S WOODLAWN AVE,1
059XX S YALE AVE,1
059XX W 55 ST,5
059XX W 55TH ST,10
059XX W 59 ST,1
059XX W 59TH ST,4
059XX W 60 ST,1
059XX W 60TH ST,4
059XX W 61 ST,1
059XX W 63 PL,9
059XX W 63 ST,20
059XX W 63RD PL,3
059XX W 63RD ST,23
059XX W 64 PL,2
059XX W 64 ST,3
059XX W 64TH PL,5
059XX W 64TH ST,2
059XX W 65TH ST,2
059XX W ADAMS BL,4
059XX W ADAMS BLVD,6
059XX W ADAMS ST,6
059XX W ADDISON ST,38
059XX W ALTGELD ST,9
059XX W ARTHINGTON ST,13
059XX W AUGUSTA BL,4
059XX W AUGUSTA BLVD,11
059XX W AUGUSTA BV,3
059XX W BARRY AV,6
059XX W BARRY AVE,1
059XX W BELDEN AV,3
059XX W BELDEN AVE,1
059XX W BELLE PLAINE AV,7
059XX W BELLE PLAINE AVE,2
059XX W BELMONT AV,20
059XX W BELMONT AVE,11
059XX W BERENICE AV,5
059XX W BERENICE AVE,4
059XX W BERTEAU AV,2
059XX W BLOOMINGDALE AV,3
059XX W BLOOMINGDALE AVE,1
059XX W BRYN MAWR AV,1
059XX W BYRON ST,2
059XX W CARMEN AV,1
059XX W CHICAGO AV,44
059XX W CHICAGO AVE,14
059XX W CORCORAN PL,25
059XX W CORNELIA AV,3
059XX W CORNELIA AVE,1
059XX W CORTLAND ST,11
059XX W CULLOM AV,2
059XX W DAKIN ST,12
059XX W DIVERSEY AV,21
059XX W DIVERSEY AVE,24
059XX W DIVISION ST,47
059XX W EASTWOOD AV,4
059XX W EASTWOOD AVE,8
059XX W EDDY ST,6
059XX W ERIE ST,24
059XX W FILLMORE ST,11
059XX W FITCH AV,1
059XX W FITCH AVE,1
059XX W FOSTER AV,1
059XX W FOSTER AVE,1
059XX W FULLERTON AV,17
059XX W FULLERTON AVE,9
059XX W FULTON ST,37
059XX W GEORGE ST,2
059XX W GIDDINGS ST,8
059XX W GRACE ST,7
059XX W GRAND AV,9
059XX W GRAND AVE,9
059XX W GUNNISON ST,5
059XX W HENDERSON ST,10
059XX W HIGGINS AV,9
059XX W HIGGINS AVE,6
059XX W HURON ST,33
059XX W IOWA ST,23
059XX W IRVING PARK RD,17
059XX W JACKSON BL,2
059XX W LAKE ST,30
059XX W LAWRENCE AV,11
059XX W LAWRENCE AVE,4
059XX W LE MOYNE ST,4
059XX W LELAND AV,2
059XX W LELAND AVE,5
059XX W MADISON ST,54
059XX W MIAMI AVE,1
059XX W MIDWAY PARK,11
059XX W MIDWAY PK,12
059XX W MONTROSE AV,15
059XX W MONTROSE AVE,7
059XX W NEWPORT AV,3
059XX W NEWPORT AVE,3
059XX W NORTH AV,31
059XX W NORTH AVE,11
059XX W OHIO ST,30
059XX W PATTERSON AV,9
059XX W POTOMAC AV,1
059XX W POTOMAC AVE,3
059XX W RACE AV,10
059XX W RACE AVE,13
059XX W RAILROAD AV,3
059XX W RAILROAD AVE,1
059XX W RICE ST,21
059XX W ROOSEVELT RD,60
059XX W ROSCOE ST,14
059XX W SCHOOL ST,8
059XX W SUNNYSIDE AV,1
059XX W SUNNYSIDE AVE,2
059XX W SUPERIOR ST,42
059XX W THOMAS ST,12
059XX W THORNDALE AV,2
059XX W WABANSIA AV,8
059XX W WABANSIA AVE,3
059XX W WALTON ST,16
059XX W WARWICK AV,5
059XX W WARWICK AVE,5
059XX W WASHINGTON BL,23
059XX W WASHINGTON BLVD,21
059XX W WASHINGTON BV,1
059XX W WAVELAND AV,1
059XX W WAVELAND AVE,3
059XX W WELLINGTON AV,1
059XX W WELLINGTON AVE,1
059XX W WEST END AV,8
059XX W WEST END AVE,3
059XX W WILSON AV,3
059XX W WILSON AVE,2
059XX W WRIGHTWOOD AV,9
059XX W WRIGHTWOOD AVE,2
059XX W fillmore st,1
060XX N ALBANY AV,5
060XX N ALBANY AVE,6
060XX N ARTESIAN AV,8
060XX N ARTESIAN AVE,2
060XX N AUSTIN AV,4
060XX N AUSTIN AVE,2
060XX N AVONDALE AV,2
060XX N AVONDALE AVE,3
060XX N BERNARD ST,1
060XX N BROADWAY,157
060XX N Broadway,5
060XX N CALDWELL AV,1
060XX N CALDWELL AVE,2
060XX N CALIFORNIA AV,5
060XX N CALIFORNIA AVE,7
060XX N CAMPBELL AV,4
060XX N CAMPBELL AVE,5
060XX N CANFIELD AV,1
060XX N CANFIELD AVE,1
060XX N CENTRAL PARK AV,1
060XX N CHRISTIANA AV,1
060XX N CHRISTIANA AVE,1
060XX N CICERO AV,3
060XX N CICERO AVE,7
060XX N CLAREMONT AV,14
060XX N CLAREMONT AVE,5
060XX N CLARK ST,23
060XX N Caldwell Ave,1
060XX N DAMEN AV,2
060XX N DAMEN AVE,2
060XX N DRAKE AV,1
060XX N DRAKE AVE,2
060XX N ELSTON AV,8
060XX N ELSTON AVE,9
060XX N FAIRFIELD AV,7
060XX N FOREST GLEN AV,1
060XX N FOREST GLEN AVE,1
060XX N FRANCISCO AV,4
060XX N FRANCISCO AVE,4
060XX N GLENWOOD AVE,1
060XX N GREENVIEW AVE,2
060XX N HARLEM AV,7
060XX N HERMITAGE AV,4
060XX N HERMITAGE AVE,4
060XX N JERSEY AV,5
060XX N KEATING AV,3
060XX N KEDVALE AV,2
060XX N KEDVALE AVE,2
060XX N KEDZIE AVE,2
060XX N KEELER AV,1
060XX N KENMORE AV,38
060XX N KENMORE AVE,53
060XX N KEYSTONE AV,3
060XX N KILBOURN AVE,1
060XX N KILDARE AVE,1
060XX N KILPATRICK AV,1
060XX N KIMBALL AV,4
060XX N KIMBALL AVE,3
060XX N KIRKWOOD AV,1
060XX N KIRKWOOD AVE,2
060XX N KOSTNER AVE,1
060XX N Kenmore Ave,1
060XX N LANDERS AVE,1
060XX N LAWNDALE AVE,4
060XX N LEADER AV,3
060XX N LEADER AVE,1
060XX N LEGETT AV,1
060XX N LINCOLN AV,27
060XX N LINCOLN AVE,16
060XX N MAPLEWOOD AV,2
060XX N MAPLEWOOD AVE,3
060XX N MARMORA AV,3
060XX N MARMORA AVE,3
060XX N MASON AV,4
060XX N MASON AVE,1
060XX N MELVINA AV,2
060XX N MELVINA AVE,2
060XX N MENARD AV,2
060XX N MENARD AVE,1
060XX N MILWAUKEE AV,6
060XX N MILWAUKEE AVE,5
060XX N MONITOR AV,1
060XX N MONITOR AVE,1
060XX N MONTICELLO AV,2
060XX N MONTICELLO AVE,2
060XX N MOZART ST,10
060XX N NAPLES AV,3
060XX N NAPLES AVE,3
060XX N NASSAU AV,6
060XX N NASSAU AVE,4
060XX N NAVARRE AV,3
060XX N NAVARRE AVE,5
060XX N NEOLA AV,1
060XX N NEOLA AVE,1
060XX N NEVA AV,4
060XX N NEVA AVE,3
060XX N NEWBURG AV,12
060XX N NEWBURG AVE,3
060XX N NICKERSON AV,5
060XX N NICKERSON AVE,1
060XX N NINA AVE,4
060XX N NORTHCOTT AV,6
060XX N NORTHWEST HW,9
060XX N NORTHWEST HWY,7
060XX N OAKLEY AV,2
060XX N OAKLEY AVE,1
060XX N OCONTO AVE,2
060XX N OLYMPIA AV,3
060XX N OLYMPIA AVE,5
060XX N ORIOLE AV,2
060XX N ORIOLE AVE,3
060XX N PAULINA ST,20
060XX N PULASKI RD,4
060XX N RAVENSWOOD AV,1
060XX N RICHMOND ST,5
060XX N RIDGE AV,8
060XX N RIDGE AVE,18
060XX N ROCKWELL ST,12
060XX N SACRAMENTO AV,4
060XX N SACRAMENTO AVE,1
060XX N SAUGANASH AV,2
060XX N SAUGANASH AVE,2
060XX N SHERIDAN RD,66
060XX N ST LOUIS AV,1
060XX N TALMAN AV,4
060XX N TALMAN AVE,5
060XX N TROY ST,15
060XX N Troy st,1
060XX N WASHTENAW AV,6
060XX N WASHTENAW AVE,17
060XX N WEST CIRCLE AV,1
060XX N WESTERN AV,12
060XX N WESTERN AVE,16
060XX N WHIPPLE ST,6
060XX N WINCHESTER AV,3
060XX N WINCHESTER AVE,2
060XX N WINTHROP AV,45
060XX N WINTHROP AVE,35
060XX N WOLCOTT AV,4
060XX N WOLCOTT AVE,1
060XX N troy st,1
060XX S ABERDEEN ST,15
060XX S ADA ST,25
060XX S ALBANY AV,23
060XX S ALBANY AVE,9
060XX S ARCHER AV,11
060XX S ARCHER AVE,4
060XX S ARTESIAN AV,37
060XX S ARTESIAN AVE,16
060XX S ASHLAND AV,28
060XX S ASHLAND AVE,4
060XX S AUSTIN AV,5
060XX S AUSTIN AVE,2
060XX S BISHOP ST,15
060XX S CALIFORNIA AV,11
060XX S CALIFORNIA AVE,12
060XX S CALUMET AV,9
060XX S CALUMET AVE,4
060XX S CAMPBELL AV,23
060XX S CAMPBELL AVE,14
060XX S CARPENTER ST,39
060XX S CENTRAL AV,6
060XX S CENTRAL AVE,4
060XX S CENTRAL PARK AVE,2
060XX S CHAMPLAIN AV,42
060XX S CHAMPLAIN AVE,3
060XX S CICERO AV,7
060XX S CICERO AVE,1
060XX S CORNELL DR,1
060XX S COTTAGE GROVE,13
060XX S COTTAGE GROVE AV,71
060XX S COTTAGE GROVE AVE,46
060XX S DAMEN AV,18
060XX S DAMEN AVE,10
060XX S DAN RYAN EXPY,1
060XX S DORCHESTER AV,3
060XX S DR MARTIN LUTHER KING JR DR,14
060XX S DR MARTN LUTHR KING JR DR,4
060XX S DREXEL AV,9
060XX S DREXEL AVE,1
060XX S Drexel Ave,1
060XX S EBERHART AV,35
060XX S EBERHART AVE,16
060XX S ELIZABETH ST,20
060XX S ELLIS AVE,3
060XX S FAIRFIELD AV,17
060XX S FAIRFIELD AVE,15
060XX S FRANCISCO AV,17
060XX S FRANCISCO AVE,8
060XX S GREEN ST,26
060XX S HALSTED ST,23
060XX S HAMLIN AVE,1
060XX S HARLEM AV,3
060XX S HARLEM AVE,2
060XX S HARPER AV,21
060XX S HARPER AVE,29
060XX S HERMITAGE AV,13
060XX S HERMITAGE AVE,6
060XX S HOMAN AVE,1
060XX S HONORE ST,19
060XX S INDIANA AV,47
060XX S INDIANA AVE,21
060XX S INGLESIDE AV,10
060XX S Ingleside Ave,1
060XX S JUSTINE ST,30
060XX S KARLOV AV,3
060XX S KARLOV AVE,11
060XX S KEATING AVE,4
060XX S KEDZIE AV,23
060XX S KEDZIE AVE,21
060XX S KEELER AV,2
060XX S KEELER AVE,1
060XX S KENNETH AV,9
060XX S KENNETH AVE,5
060XX S KENWOOD AVE,1
060XX S KILBOURN AV,5
060XX S KILBOURN AVE,1
060XX S KILDARE AV,6
060XX S KILDARE AVE,4
060XX S KILPATRICK AV,3
060XX S KILPATRICK AVE,1
060XX S KIMBARK AV,1
060XX S KING DR,19
060XX S KNOX AV,13
060XX S KNOX AVE,3
060XX S KOLIN AV,5
060XX S KOLIN AVE,1
060XX S KOLMAR AV,6
060XX S KOLMAR AVE,6
060XX S KOMENSKY AV,6
060XX S KOMENSKY AVE,5
060XX S KOSTNER AV,5
060XX S KOSTNER AVE,3
060XX S LA SALLE ST,31
060XX S LAFAYETTE AV,11
060XX S LAFLIN ST,31
060XX S LAKE SHORE DR,2
060XX S LANGLEY AV,35
060XX S LANGLEY AVE,20
060XX S LASALLE ST,1
060XX S LOOMIS BL,21
060XX S LOOMIS BLVD,7
060XX S LOOMIS ST,17
060XX S MAJOR AV,3
060XX S MAJOR AVE,4
060XX S MAPLEWOOD AV,11
060XX S MAPLEWOOD AVE,6
060XX S MARSHFIELD AV,32
060XX S MARSHFIELD AVE,13
060XX S MASON AV,5
060XX S MASON AVE,2
060XX S MASSASOIT AV,3
060XX S MASSASOIT AVE,3
060XX S MAY ST,28
060XX S MAYFIELD AV,7
060XX S MAYFIELD AVE,1
060XX S MC VICKER AV,1
060XX S MC VICKER AVE,5
060XX S MEADE AV,7
060XX S MEADE AVE,2
060XX S MELVINA AV,6
060XX S MELVINA AVE,1
060XX S MENARD AV,3
060XX S MENARD AVE,9
060XX S MERRIMAC AV,5
060XX S MERRIMAC AVE,2
060XX S MICHIGAN AV,32
060XX S MICHIGAN AVE,26
060XX S MOBILE AV,3
060XX S MOBILE AVE,3
060XX S MONITOR AV,4
060XX S MONITOR AVE,2
060XX S MOODY AV,1
060XX S MOODY AVE,5
060XX S MORGAN ST,33
060XX S MOZART ST,11
060XX S MULLIGAN AV,6
060XX S MULLIGAN AVE,1
060XX S NAGLE AV,1
060XX S NAGLE AVE,2
060XX S NARRAGANSETT AV,3
060XX S NARRAGANSETT AVE,1
060XX S NASHVILLE AV,1
060XX S NASHVILLE AVE,6
060XX S NATCHEZ AV,4
060XX S NATOMA AV,10
060XX S NATOMA AVE,1
060XX S NEW ENGLAND AV,1
060XX S NORMAL AV,17
060XX S NORMAL BL,4
060XX S NORMAL BLVD,8
060XX S NORMANDY AV,2
060XX S NORMANDY AVE,1
060XX S OAK PARK AV,2
060XX S OAK PARK AVE,2
060XX S PARKSIDE AV,3
060XX S PARKSIDE AVE,1
060XX S PAULINA ST,27
060XX S PEORIA ST,45
060XX S PERRY AV,2
060XX S PERRY AVE,1
060XX S PRAIRIE AV,78
060XX S PRAIRIE AVE,29
060XX S PRINCETON AV,5
060XX S PRINCETON AVE,10
060XX S PULASKI RD,18
060XX S RACINE AV,44
060XX S RACINE AVE,21
060XX S RHODES AV,62
060XX S RHODES AVE,9
060XX S RICHMOND ST,24
060XX S ROCKWELL ST,55
060XX S RUTHERFORD AV,4
060XX S RUTHERFORD AVE,2
060XX S SACRAMENTO AV,9
060XX S SACRAMENTO AVE,9
060XX S SANGAMON ST,21
060XX S SAWYER AV,5
060XX S SAWYER AVE,10
060XX S SPAULDING AV,10
060XX S SPAULDING AVE,3
060XX S SPRINGFIELD AV,1
060XX S ST LAWRENCE AV,33
060XX S ST LAWRENCE AVE,10
060XX S ST LOUIS AV,1
060XX S ST LOUIS AVE,1
060XX S STATE ST,19
060XX S STEWART AV,4
060XX S STONY ISLAND AV,5
060XX S STONY ISLAND AVE,8
060XX S TALMAN AV,7
060XX S TALMAN AVE,12
060XX S THROOP ST,48
060XX S TRIPP AV,11
060XX S TRIPP AVE,5
060XX S TROY ST,26
060XX S UNION AV,1
060XX S UNION AVE,2
060XX S UNIVERSITY AV,1
060XX S UNIVERSITY AVE,1
060XX S VERNON AV,28
060XX S VERNON AVE,14
060XX S WABASH AV,24
060XX S WABASH AVE,3
060XX S WALLACE ST,1
060XX S WASHTENAW AV,25
060XX S WASHTENAW AVE,6
060XX S WENTWORTH AV,4
060XX S WENTWORTH AVE,2
060XX S WESTERN AV,86
060XX S WESTERN AVE,32
060XX S WHIPPLE ST,17
060XX S WINCHESTER AV,34
060XX S WINCHESTER AVE,4
060XX S WOLCOTT AV,12
060XX S WOLCOTT AVE,9
060XX S WOOD ST,42
060XX S WOODLAWN AV,5
060XX S WOODLAWN AVE,1
060XX W 51ST ST,1
060XX W 53RD ST,1
060XX W 55 ST,1
060XX W 55TH ST,2
060XX W 58TH ST,1
060XX W 60 ST,1
060XX W 60TH ST,1
060XX W 61ST ST,1
060XX W 63 ST,12
060XX W 63RD ST,10
060XX W 64 PL,7
060XX W 64 ST,4
060XX W 64TH PL,3
060XX W 64TH ST,5
060XX W 65 ST,2
060XX W 65TH ST,1
060XX W ADDISON ST,23
060XX W ALTGELD ST,3
060XX W ARDMORE AV,2
060XX W ARDMORE AVE,2
060XX W BARRY AV,4
060XX W BARRY AVE,2
060XX W BELDEN AV,1
060XX W BELDEN AVE,2
060XX W BELMONT AV,24
060XX W BELMONT AVE,2
060XX W BERENICE AV,1
060XX W BERENICE AVE,4
060XX W BERTEAU AV,3
060XX W BERTEAU AVE,4
060XX W BERWYN AVE,2
060XX W BLOOMINGDALE AV,1
060XX W BLOOMINGDALE AVE,4
060XX W BRYN MAWR AV,1
060XX W BYRON ST,4
060XX W CORNELIA AV,5
060XX W CORNELIA AVE,1
060XX W CULLOM AVE,1
060XX W DAKIN ST,16
060XX W DEVON AV,2
060XX W DICKENS AV,4
060XX W DICKENS AVE,4
060XX W DIVERSEY AV,13
060XX W DIVERSEY AVE,5
060XX W EASTWOOD AV,2
060XX W EASTWOOD AVE,2
060XX W EDDY ST,8
060XX W FLETCHER ST,7
060XX W FOSTER AV,2
060XX W FULLERTON AV,20
060XX W FULLERTON AVE,17
060XX W GEORGE ST,1
060XX W GIDDINGS ST,6
060XX W GRACE ST,5
060XX W GRAND AV,8
060XX W GRAND AVE,8
060XX W GUNNISON ST,12
060XX W HENDERSON ST,5
060XX W HIGGINS AV,5
060XX W HIGGINS AVE,4
060XX W IRVING PARK RD,34
060XX W LAWRENCE AV,5
060XX W LAWRENCE AVE,12
060XX W MATSON AV,7
060XX W MATSON AVE,3
060XX W MELROSE ST,17
060XX W MIAMI AV,1
060XX W MIAMI AVE,2
060XX W MONTROSE AV,4
060XX W MONTROSE AVE,10
060XX W NELSON ST,6
060XX W NORTH AV,17
060XX W NORTH AVE,9
060XX W PATTERSON AV,6
060XX W PETERSON AV,2
060XX W PETERSON AVE,2
060XX W ROSCOE ST,7
060XX W SCHOOL ST,12
060XX W SCHUBERT AVE,1
060XX W SEMINOLE ST,1
060XX W SHERWIN AV,1
060XX W TOUHY AVE,1
060XX W WABANSIA AV,4
060XX W WABANSIA AVE,4
060XX W WARWICK AV,7
060XX W WARWICK AVE,6
060XX W WAVELAND AV,8
060XX W WAVELAND AVE,4
060XX W WELLINGTON AV,2
060XX W WELLINGTON AVE,3
060XX W WRIGHTWOOD AV,3
060XX W WRIGHTWOOD AVE,1
061XX N ALBANY AVE,3
061XX N ARTESIAN AV,7
061XX N ARTESIAN AVE,3
061XX N AUSTIN AV,2
061XX N AVERS AV,2
061XX N AVERS AVE,2
061XX N AVONDALE AV,1
061XX N BERNARD ST,2
061XX N BROADWAY,104
061XX N Bernard St,1
061XX N Broadway,5
061XX N CALDWELL AV,1
061XX N CALDWELL AVE,1
061XX N CALIFORNIA AV,3
061XX N CALIFORNIA AVE,2
061XX N CAMPBELL AV,4
061XX N CAMPBELL AVE,13
061XX N CANFIELD AV,1
061XX N CENTRAL AV,1
061XX N CENTRAL AVE,1
061XX N CENTRAL PARK AVE,1
061XX N CHRISTIANA AV,2
061XX N CICERO AV,4
061XX N CICERO AVE,9
061XX N CLAREMONT AV,17
061XX N CLAREMONT AVE,8
061XX N CLARK ST,13
061XX N DAMEN AV,13
061XX N DAMEN AVE,13
061XX N DRAKE AV,1
061XX N ELSTON AV,7
061XX N ELSTON AVE,4
061XX N FAIRFIELD AV,18
061XX N FAIRFIELD AVE,10
061XX N FOREST GLEN AVE,1
061XX N FRANCISCO AV,11
061XX N FRANCISCO AVE,4
061XX N GLENWOOD AV,5
061XX N GLENWOOD AVE,1
061XX N GREENVIEW AVE,1
061XX N Glenwood Ave,1
061XX N HAMILTON AV,16
061XX N HAMILTON AVE,7
061XX N HARDING AV,2
061XX N HARDING AVE,1
061XX N HARLEM AV,2
061XX N HARLEM AVE,1
061XX N HERMITAGE AV,11
061XX N HERMITAGE AVE,6
061XX N HIAWATHA AV,1
061XX N HOYNE AV,18
061XX N HOYNE AVE,8
061XX N JERSEY AV,12
061XX N JERSEY AVE,3
061XX N KARLOV AV,1
061XX N KARLOV AVE,1
061XX N KEATING AV,2
061XX N KEATING AVE,1
061XX N KEDVALE AV,1
061XX N KEDVALE AVE,1
061XX N KEDZIE AVE,5
061XX N KEELER AVE,4
061XX N KENMORE AV,32
061XX N KENMORE AVE,30
061XX N KILBOURN AV,4
061XX N KILBOURN AVE,2
061XX N KILDARE AVE,2
061XX N KILPATRICK AV,1
061XX N KILPATRICK AVE,1
061XX N KIMBALL AV,1
061XX N KIMBALL AVE,2
061XX N KIRKWOOD AV,1
061XX N KIRKWOOD AVE,2
061XX N KNOX AV,2
061XX N KNOX AVE,2
061XX N KOSTNER AV,1
061XX N Karlov Ave,1
061XX N LAKEWOOD AV,1
061XX N LAWNDALE AVE,3
061XX N LEADER AVE,3
061XX N LEGETT AV,2
061XX N LEMONT AVE,1
061XX N LENOX AV,3
061XX N LENOX AVE,1
061XX N LINCOLN AV,70
061XX N LINCOLN AVE,48
061XX N LOWELL AV,2
061XX N LOWELL AVE,1
061XX N Lincoln Ave,2
061XX N MAPLEWOOD AV,5
061XX N MAPLEWOOD AVE,1
061XX N MASON AV,1
061XX N MC VICKER AVE,2
061XX N MEADE AV,3
061XX N MEADE AVE,10
061XX N MELVINA AV,1
061XX N MILWAUKEE AV,7
061XX N MILWAUKEE AVE,6
061XX N MONTICELLO AV,3
061XX N MOODY AV,2
061XX N MOODY AVE,3
061XX N MOZART ST,37
061XX N NAGLE AVE,3
061XX N NAPLES AVE,1
061XX N NASSAU AVE,1
061XX N NAVARRE AV,1
061XX N NEVA AV,1
061XX N NEWARK AVE,1
061XX N NICKERSON AV,2
061XX N NORTHCOTT AV,2
061XX N NORTHCOTT AVE,1
061XX N NORTHWEST HW,13
061XX N NORTHWEST HWY,4
061XX N OAKLEY AV,5
061XX N OAKLEY AVE,9
061XX N ODELL AV,1
061XX N OVERHILL AVE,3
061XX N OZARK AVE,1
061XX N PAULINA ST,16
061XX N PULASKI RD,12
061XX N RAVENSWOOD AV,10
061XX N RAVENSWOOD AVE,9
061XX N RICHMOND ST,10
061XX N RIDGE AV,1
061XX N ROCKWELL ST,11
061XX N SACRAMENTO AVE,2
061XX N SEELEY AV,16
061XX N SEELEY AVE,24
061XX N SHERIDAN RD,82
061XX N SPRINGFIELD AV,1
061XX N SPRINGFIELD AVE,1
061XX N ST LOUIS AV,2
061XX N ST LOUIS AVE,3
061XX N TALMAN AV,13
061XX N TALMAN AVE,12
061XX N TRIPP AV,5
061XX N TRIPP AVE,1
061XX N WASHTENAW AV,11
061XX N WASHTENAW AVE,6
061XX N WESTERN AV,10
061XX N WESTERN AVE,18
061XX N WINCHESTER AV,12
061XX N WINCHESTER AVE,8
061XX N WINTHROP AV,32
061XX N WINTHROP AVE,39
061XX N WOLCOTT AV,9
061XX N WOLCOTT AVE,8
061XX S ABERDEEN ST,27
061XX S ADA ST,8
061XX S ALBANY AV,11
061XX S ALBANY AVE,7
061XX S ARCHER AV,18
061XX S ARCHER AVE,23
061XX S ARTESIAN AV,28
061XX S ARTESIAN AVE,10
061XX S ASHLAND AV,34
061XX S ASHLAND AVE,19
061XX S AUSTIN AV,6
061XX S AUSTIN AVE,2
061XX S BISHOP ST,32
061XX S BLACKSTONE AV,2
061XX S CALIFORNIA AV,19
061XX S CALIFORNIA AVE,7
061XX S CALUMET AV,6
061XX S CAMPBELL AV,22
061XX S CAMPBELL AVE,14
061XX S CARPENTER ST,50
061XX S CENTRAL AV,4
061XX S CENTRAL AVE,1
061XX S CENTRAL PARK AVE,2
061XX S CHAMPLAIN AV,23
061XX S CHAMPLAIN AVE,20
061XX S CICERO AVE,1
061XX S CLAREMONT AV,1
061XX S COTTAGE GROVE,106
061XX S COTTAGE GROVE AV,62
061XX S COTTAGE GROVE AVE,37
061XX S DAMEN AV,12
061XX S DAMEN AVE,3
061XX S DORCHESTER AV,8
061XX S DORCHESTER AVE,5
061XX S DR MARTIN LUTHER KING JR DR,84
061XX S DR MARTN LUTHR KING JR DR,38
061XX S DREXEL AV,30
061XX S DREXEL AVE,21
061XX S EBERHART AV,56
061XX S EBERHART AVE,58
061XX S ELIZABETH ST,5
061XX S ELLIS AV,31
061XX S ELLIS AVE,9
061XX S EVANS AV,30
061XX S EVANS AVE,33
061XX S FAIRFIELD AV,37
061XX S FAIRFIELD AVE,6
061XX S FRANCISCO AV,10
061XX S FRANCISCO AVE,10
061XX S GREEN ST,37
061XX S GREENWOOD AV,19
061XX S GREENWOOD AVE,11
061XX S HALSTED ST,18
061XX S HAMILTON AVE,1
061XX S HARLEM AV,2
061XX S HERMITAGE AV,30
061XX S HERMITAGE AVE,4
061XX S HOMAN AV,1
061XX S HONORE ST,29
061XX S INDIANA AV,23
061XX S INDIANA AVE,19
061XX S INGLESIDE AV,31
061XX S INGLESIDE AVE,4
061XX S Ingleside Ave,1
061XX S JUSTINE ST,35
061XX S KARLOV AV,4
061XX S KARLOV AVE,5
061XX S KEATING AV,3
061XX S KEATING AVE,6
061XX S KEDVALE AV,3
061XX S KEDVALE AVE,4
061XX S KEDZIE AV,23
061XX S KEDZIE AVE,10
061XX S KEELER AV,3
061XX S KEELER AVE,7
061XX S KENNETH AV,12
061XX S KENNETH AVE,4
061XX S KENWOOD AV,49
061XX S KENWOOD AVE,25
061XX S KILBOURN AV,1
061XX S KILBOURN AVE,4
061XX S KILDARE AV,6
061XX S KILDARE AVE,10
061XX S KILPATRICK AV,5
061XX S KILPATRICK AVE,8
061XX S KIMBARK AV,35
061XX S KIMBARK AVE,20
061XX S KING DR,62
061XX S KNOX AV,8
061XX S KNOX AVE,2
061XX S KOLIN AV,4
061XX S KOLIN AVE,7
061XX S KOLMAR AV,14
061XX S KOLMAR AVE,3
061XX S KOMENSKY AV,6
061XX S KOMENSKY AVE,2
061XX S KOSTNER AV,7
061XX S KOSTNER AVE,1
061XX S Kenwood Ave,1
061XX S LA SALLE ST,7
061XX S LAFLIN ST,49
